gene	transcript	exper_rep1	exper_rep2	exper_rep3	control_rep1	control_rep2	control_rep3
Entpd5	uc007ofd.1,uc007ofe.1,uc007off.1,uc007ofg.1,uc007ofh.1	3509.00	4464.03	2398.00	7210.45	3613.08	4731.00
DQ553139	uc007spg.2	0.00	0.00	0.00	0.00	0.00	0.00
Rerg	uc009emr.2,uc009ems.2,uc009emt.2,uc012euy.1	41.00	48.00	18.00	39.00	31.00	37.00
AB341182	uc011xok.2	0.00	0.00	0.00	0.00	0.00	0.00
Olfr467	uc009jbl.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ709296	uc008ldg.2	0.00	0.00	0.00	0.00	0.00	0.00
BC075671	uc029wwz.1	419.47	398.36	139.18	304.29	162.31	179.21
Znrd1	uc008clo.1,uc008clp.1	144.00	179.00	64.00	99.00	92.00	83.00
AK008222	uc009erj.1	0.00	1.00	0.00	1.00	2.00	0.00
DQ712092	uc008bmx.2	0.00	0.00	0.00	0.00	0.00	0.00
Cdk5	uc008wrl.1	308.64	444.67	151.00	318.00	200.00	220.00
Spaca4	uc009gwz.2	0.00	0.00	0.00	1.00	0.00	0.00
1810034E14Rik	uc007qys.1	82.00	128.03	70.00	126.00	89.02	86.92
Fam166a	uc008iqr.2	0.00	0.00	1.00	1.00	1.00	0.00
Prpf38a	uc008ubf.2,uc008ubg.2	137.00	156.00	87.00	187.00	158.00	116.00
DQ717333	uc009qjz.2	0.00	0.00	0.00	0.00	0.00	0.00
A430078G23Rik	uc009krg.2,uc009krh.2,uc012fyi.1	31.09	42.08	12.46	98.98	72.01	47.85
Eif4g2	uc009jfy.1,uc009jfz.1	4995.27	5815.90	3056.66	10460.34	7095.65	7778.08
Ecsit	uc009ons.2,uc009ont.2,uc009onu.2	471.00	641.00	324.00	656.00	459.00	410.00
Car5a	uc009nsf.2	828.97	1045.46	733.68	1474.66	924.00	1012.87
Solh	uc008bcy.1,uc008bcz.1,uc008bda.1	170.39	205.95	94.37	435.00	198.00	277.00
Spc24	uc009omk.1,uc009oml.1	189.18	360.60	164.17	179.82	124.61	140.19
Zic2	uc007vbd.1	0.00	0.00	0.00	0.00	0.00	0.00
Vmn2r74	uc012foo.1	0.00	0.00	0.00	0.00	0.00	0.00
Tmem98	uc007kmj.1	168.00	187.00	84.00	264.00	155.00	192.00
2010111I01Rik	uc007qxh.1,uc007qxi.1,uc007qxj.1,uc007qxk.1,uc007qxm.1	162.00	206.06	119.00	216.00	142.00	136.00
Gas1	uc007qvi.2	207.00	276.00	104.00	445.01	189.05	285.00
Vmn2r34	uc012exv.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ569232	uc009htc.1	0.00	0.00	0.00	0.00	0.00	0.00
Ces2a	uc009nbc.2,uc012giz.1	932.67	1290.00	535.00	1859.00	1098.00	1304.00
Zfp944	uc008arp.2,uc008arq.2,uc012alp.1	146.98	126.21	55.75	200.57	160.12	127.10
Hist1h4i	uc007psc.1	23.02	46.41	20.89	31.05	28.40	17.76
Slc2a3	uc009dpq.2,uc012esg.1	5.01	11.00	6.00	14.00	8.00	14.03
Ndufa11	uc008dcz.2,uc008dda.2,uc008ddb.2	1020.00	1456.99	522.00	881.00	742.93	490.35
Gjb6	uc007ucy.1,uc011zmf.1	2.00	1.00	1.00	0.00	0.00	1.00
Mir582	uc011zel.1	0.00	0.00	0.00	0.00	0.00	0.00
Hgd	uc007zef.2,uc007zeg.2,uc007zeh.2	11540.81	9673.67	3887.15	9122.99	5963.79	7086.65
Vmn1r212	uc007ptc.1	0.00	0.00	0.00	0.00	0.00	0.00
Ostn	uc007yvl.1	0.00	0.00	1.00	0.00	0.00	0.00
Zwilch	uc009qbm.2,uc012gva.1	5.00	10.88	4.00	14.00	8.00	7.00
Ptrh1	uc008jgx.1,uc008jgy.1	8.00	14.00	11.00	19.00	9.00	10.00
Scg5	uc008lpq.1	0.00	0.00	0.00	0.00	0.00	0.00
Ube4a	uc009peu.2,uc009pev.2,uc009pew.2	743.00	672.00	381.00	1951.45	1153.00	1159.88
Hist1h2ah	uc007psa.1	0.00	4.08	0.00	0.00	0.00	2.29
Bmp8b	uc008uot.1,uc008uov.1	1.00	0.00	1.00	1.00	0.00	0.00
Arrdc4	uc009hjh.1,uc009hji.1	144.00	181.00	91.00	226.00	154.00	125.00
Anapc10	uc009miv.1,uc009miw.1	45.00	65.00	22.00	47.00	55.00	31.00
DQ720972	uc007tdo.1	0.00	0.00	0.00	0.00	0.00	0.00
Mir3093	uc012crn.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm5592	uc009glk.1	0.00	1.00	0.00	0.00	0.00	0.00
Cdc42ep5	uc009exe.1	80.00	76.00	31.00	30.00	15.00	14.00
Gabrr1	uc008sfr.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ702905	uc029rdc.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr1061	uc008kmh.1	0.00	0.00	0.00	0.00	0.00	0.00
Tm9sf1	uc007tzs.1,uc007tzt.1,uc007tzu.1,uc007tzv.1,uc007tzw.1	609.49	853.65	351.00	1059.00	618.00	802.00
AK135852	uc007rpu.1	3.00	1.01	0.00	1.00	3.00	1.01
Clec3b	uc009sfw.2	2.00	6.00	8.00	5.00	0.00	1.00
Arl16	uc007msv.1,uc007msw.1,uc011yjc.1	86.00	89.09	37.00	106.00	74.00	71.00
Hsd17b1	uc007lnb.1	7.00	5.00	3.00	2.00	1.00	4.00
Chm	uc009udn.1,uc012hob.1	171.00	150.00	86.00	400.00	274.00	223.00
Dio3os	uc007pbh.1,uc011yum.1,uc011yun.1,uc011yuo.1	3.00	2.00	0.00	4.00	1.00	18.00
E2f6	uc007ncc.2,uc007nce.2,uc007ncf.2,uc011ykl.1	207.00	243.00	148.00	206.00	179.00	139.00
BC051628	uc008olm.1	0.00	0.00	1.00	1.00	0.00	0.00
Stk19	uc008cdq.1	152.00	290.00	116.00	167.00	105.00	111.00
AK203815	uc029und.1	2.02	1.05	0.00	1.04	1.03	0.00
Sema4a	uc008pvg.2,uc008pvh.2,uc008pvi.2,uc012crv.1,uc012crw.1	787.00	936.00	406.46	1714.00	892.92	1256.19
AK019365	uc007lya.1	0.00	1.00	0.00	5.00	1.00	1.00
3110079O15Rik	uc007bww.2,uc011woo.1	0.00	2.00	0.00	0.00	0.00	0.00
DQ692983	uc007gmq.2	0.00	0.00	0.00	0.00	0.00	0.00
Polr3c	uc008qoa.2,uc008qob.2,uc008qoc.2,uc008qod.2	205.00	175.00	101.00	264.00	185.00	193.00
Ehbp1	uc007iea.2,uc007ieb.2,uc007iec.1,uc007ied.1	57.00	65.00	22.00	195.00	98.00	138.00
Mxra8	uc008wfa.2,uc012dqy.1,uc012dqz.1	102.00	159.02	67.00	145.00	56.00	85.00
Rpl38	uc007mfk.1,uc007mfl.1	1784.00	2166.43	787.07	1337.13	1234.01	824.00
DQ555142	uc007sqw.1	0.00	0.00	0.00	0.00	0.00	0.00
Spice1	uc007zhf.2,uc007zhg.2,uc007zhh.1	30.00	38.00	18.00	47.00	33.00	24.00
Clmp	uc009ozt.1,uc009ozw.1	6.00	7.00	5.00	15.00	11.00	16.00
Olfr1328	uc008ulb.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ703376	uc009htt.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr1113	uc008knq.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm6927	uc012hlg.1	0.00	0.00	0.00	0.00	0.00	0.00
Actr1b	uc007aqx.1	514.00	516.00	295.00	1008.00	542.00	664.00
AK076848	uc007ugj.1	0.00	0.00	0.00	0.00	0.00	0.00
Clec4a4	uc009dpx.2	2.00	2.00	0.00	1.00	0.00	0.00
DQ692972	uc029ron.1	0.00	0.00	0.00	0.00	0.00	0.00
Bbs1	uc008gbj.2,uc008gbk.2,uc008gbl.2,uc008gbm.2	21.75	24.70	12.25	42.32	27.81	35.23
AK018214	uc009qwf.1	0.00	0.00	0.00	0.00	0.00	0.00
Zfp407	uc008fuo.2,uc008fup.1	51.00	44.00	27.00	140.00	103.00	89.00
AK214793	uc029szj.1	0.00	0.00	0.00	0.00	0.00	0.00
Shisa4	uc007ctc.1,uc007ctd.1	2.00	0.00	12.58	2.00	1.00	2.00
DQ717295	uc008fgo.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ546561	uc007tej.2	0.00	0.00	0.00	0.00	0.00	0.00
Wdr91	uc009bhz.1	120.00	228.00	69.00	370.00	153.00	168.00
Aifm1	uc009tcf.1,uc009tcg.1,uc009tch.1	698.73	835.00	369.00	1603.23	874.96	1255.00
Ccdc105	uc007fyf.2	0.00	0.00	0.00	0.00	0.00	0.00
Kctd15	uc009gjf.2,uc009gjg.2	130.00	150.00	62.00	143.00	100.00	120.00
DQ701595	uc029rdw.1	0.00	0.00	0.00	0.00	0.00	0.00
AB336345	uc029rag.1	0.00	0.00	0.00	0.00	0.00	0.00
AK207499	uc029wtg.1	0.00	0.00	0.00	0.00	0.00	0.00
Pnck	uc009tmc.2,uc009tmd.2,uc009tme.2	3.00	4.00	1.00	1.00	0.00	8.00
Ccdc114	uc009gxx.1,uc009gxy.1,uc009gxz.1	16.98	16.19	6.00	20.08	14.98	2.27
AK082813	uc008hlm.1	0.00	0.00	0.00	0.00	0.00	0.00
D17H6S53E	uc008cfz.2	97.10	161.16	49.00	136.18	69.81	76.05
Gm15023	uc009uhb.1,uc009uhf.1	0.00	0.00	0.00	0.00	0.00	0.00
H2-M10.4	uc008cla.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm10391	uc011zhr.1	0.00	0.00	0.50	0.00	0.00	0.00
Rwdd1	uc007eun.1	472.00	558.00	226.00	417.00	368.00	232.97
FJ541144	uc029xpl.1	0.00	0.00	0.00	0.00	0.00	0.00
AK186242	uc008jok.1	0.00	0.00	0.00	0.00	0.00	0.00
Scrg1	uc009lst.1	0.00	0.00	1.00	0.00	0.00	0.00
4930578M01Rik	uc007xol.1	0.00	0.00	0.00	0.00	0.00	0.00
AK018905	uc009bsu.1,uc009bsw.1	0.00	0.00	0.00	0.00	0.00	0.00
Usp9y	uc009uzo.1	0.00	0.00	0.00	0.00	0.00	0.00
Ubtfl1	uc009ogq.1	0.00	0.00	0.00	0.00	0.00	0.00
FJ541088	uc029xtu.1,uc029xuq.1,uc029xvn.1,uc029xwj.1,uc029xxf.1,uc029xyu.1,uc029xzw.1,uc029yaw.1,uc029ycf.1,uc029ydi.1,uc029yeh.1	0.00	0.00	0.00	0.00	0.00	0.00
Etv1	uc007nkp.2,uc011ylm.1	4.00	4.00	5.00	9.00	10.00	10.00
Adsl	uc007wvz.1	297.00	335.03	146.01	283.61	229.62	185.99
Mpp7	uc008dzs.2,uc008dzt.1,uc008dzu.1,uc008dzv.1,uc008dzw.1,uc008dzx.1,uc008dzy.1,uc008dzz.1,uc008eaa.1	40.00	63.00	30.01	90.89	59.00	56.00
Mogat1	uc007bqk.1,uc007bql.2,uc007bqm.2	33.00	51.02	35.00	133.00	50.00	39.91
DQ552568	uc008bky.2	0.00	0.00	0.00	0.00	0.00	0.00
Gle1	uc008jap.2,uc008jaq.2	329.00	353.00	198.00	557.00	293.00	387.00
4933431E20Rik	uc008qxp.2,uc008qxq.2,uc008qxr.2	24.00	39.41	16.00	88.30	45.00	41.00
F10	uc009kws.2,uc009kwt.2	4551.74	5078.84	2123.97	5559.23	3656.02	3840.40
Mapk10	uc008yja.1,uc008yjb.1,uc008yjc.1,uc008yjd.1,uc008yje.1,uc008yjf.1,uc008yjg.1,uc008yjh.1	0.00	0.00	0.00	1.00	0.00	0.00
AB343487	uc029vhw.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr378	uc007kat.2	0.00	0.00	0.00	0.00	0.00	0.00
F7	uc009kwr.2	954.00	1114.96	472.00	1599.19	1060.99	1310.94
Defa3	uc009lbn.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ545192	uc007frn.2	0.00	0.00	0.00	0.00	0.00	0.00
Cttnbp2	uc009bak.1,uc009bal.1,uc009bam.1,uc009ban.1	4.00	1.00	0.00	7.00	2.00	4.00
Gadd45a	uc009cfc.1	45.63	89.82	72.92	70.21	45.75	50.62
Zfp9	uc009dlq.1	38.73	27.00	16.00	29.78	40.00	20.02
DQ720065	uc007sny.1	0.00	0.00	0.00	0.00	0.00	0.00
6330407J23Rik	uc007est.1,uc007esu.1	0.00	0.00	0.00	0.00	0.00	0.00
Dub2a	uc009itk.1	0.00	0.00	0.00	0.00	0.00	0.00
Serpinb6d	uc007qak.1	0.00	0.00	0.00	0.00	0.00	0.00
Ing1	uc009kvk.1,uc009kvl.1,uc009kvm.1,uc009kvn.1	147.00	189.99	91.00	236.00	160.00	157.00
Ins1	uc008hwd.1	0.00	0.00	0.00	0.00	0.00	0.00
1700067P10Rik	uc008cwr.1,uc008cws.1	0.00	0.00	0.00	0.00	0.00	0.00
Bdh2	uc008rla.2,uc008rlb.2	36.00	79.00	31.00	146.00	75.00	113.00
BC048761	uc009mmp.1	0.00	0.00	0.00	0.00	1.00	0.00
Gm14139	uc012cfr.1	0.00	0.00	0.00	1.93	0.99	0.00
Ly6h	uc007wgu.1,uc007wgv.2,uc011zuk.1,uc011zul.1	0.00	0.00	0.00	0.00	0.00	0.00
Pparg	uc009dis.2,uc009dit.2,uc012eqj.1	110.00	148.00	61.77	232.00	97.00	148.00
Man2a2	uc009iao.2,uc009iap.2,uc009iaq.1,uc009iar.2	339.48	304.06	195.00	934.08	444.82	519.03
DQ565224	uc008lcl.2	0.00	0.00	0.00	0.00	0.00	0.00
Leprel1	uc007yuy.1	3.00	1.00	2.00	16.00	5.00	12.00
DQ709329	uc007oqw.2	0.00	0.00	0.00	0.00	0.00	0.00
Tenc1	uc007xum.1,uc007xun.1,uc007xuo.1,uc007xup.1,uc011zzx.1	1072.66	871.00	413.96	1890.08	858.02	1126.00
Agk	uc009bml.2,uc009bmm.2,uc009bmn.2	78.00	137.00	40.00	148.00	91.00	113.00
Thoc1	uc008eal.1,uc008eam.1	239.17	198.00	117.39	272.22	236.45	187.46
DQ703214	uc009atg.2	0.00	0.00	0.00	0.00	0.00	0.00
Gng2	uc007siw.1,uc007six.1	38.84	48.00	21.00	46.00	33.00	26.00
DQ701521	uc008fis.2	0.00	0.00	0.00	0.00	0.00	0.00
Il18r1	uc007aud.1,uc007aue.1,uc007auf.1,uc007aug.1,uc011wjz.1	6.04	3.02	4.07	9.00	10.65	10.02
AK046026	uc009orb.1	0.00	0.00	1.00	1.00	0.00	0.00
Hbegf	uc008enl.2,uc008enm.2	9.00	12.00	8.00	17.23	9.00	12.00
Csf2ra	uc008icj.2	92.17	119.43	65.75	106.12	82.87	97.32
Ccdc88a	uc007igv.1,uc007igw.1,uc007igx.1,uc007igy.1	13.00	28.00	11.00	37.00	20.00	21.00
Klhdc2	uc007nry.2,uc007nrz.2,uc007nsa.2,uc007nsb.1,uc007nsc.1	749.03	729.90	413.00	663.90	603.00	467.82
DQ692005	uc008kzh.2	0.00	0.00	0.00	0.00	0.00	0.00
Irgm2	uc007jat.2,uc007jau.2,uc007jav.2	460.31	472.70	246.85	1463.01	1030.83	925.45
DQ697934	uc007sop.2	0.00	0.00	0.00	0.00	0.00	0.00
Ccdc62	uc012edk.1	22.00	40.00	17.00	57.00	24.00	19.00
Ubqln4	uc008pvq.1,uc008pvr.1,uc012crz.1	370.16	434.00	179.00	784.03	420.00	514.00
1700088E04Rik	uc007wsr.1,uc007wss.1,uc011zvx.1,uc011zvy.1	4.29	4.36	3.76	4.20	5.46	2.58
Usp40	uc007bxw.1,uc007bxx.1,uc007bxy.1,uc007bxz.1,uc011wot.1,uc011wou.1	308.00	341.00	170.00	789.00	473.00	496.98
Fyco1	uc009sgv.2,uc029xgt.1,uc029xgu.1	418.09	384.13	245.53	1523.11	752.33	876.96
DQ685068	uc008bgk.2	0.00	0.00	0.00	0.00	0.00	0.00
Pcmtd1	uc007agb.1,uc007agc.1,uc007agd.1,uc011why.1	1121.05	1029.00	527.29	2233.99	1326.02	1655.87
DQ710592	uc007fsb.2	0.00	0.00	0.00	0.00	0.00	0.00
Utp15	uc007rom.1	98.00	92.00	55.00	164.00	104.00	111.00
Tgs1	uc008rwi.2	162.00	166.00	75.00	337.37	245.00	213.00
Ppp1r3d	uc008ohp.1	8.00	10.00	4.00	5.00	4.00	7.00
Olfr1451	uc008gva.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm16404	uc012hht.1,uc029xkc.1	0.00	0.00	0.00	0.00	0.00	0.00
Unc119	uc007kjb.1	271.00	382.00	184.00	187.00	88.00	100.00
DQ695288	uc008bkf.2	0.00	0.00	0.00	0.00	0.00	0.00
BC048080	uc007mwz.1	9.00	6.00	4.00	2.00	7.00	3.00
Nrxn2	uc008git.2,uc008giu.2,uc008giv.2,uc008gix.1,uc008giy.1,uc012bhm.2	34.00	49.00	29.00	49.00	18.00	31.00
Lrrc39	uc008rch.2,uc008rci.2	25.70	36.10	20.61	82.16	20.82	23.83
DQ698430	uc029tdn.1	0.00	0.00	0.00	0.00	0.00	0.00
Ms4a6b	uc008gsk.1	68.51	45.39	37.00	72.00	72.69	18.00
DQ693697	uc008mzk.1,uc008ndt.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm5918	uc009qqk.3	87.00	75.00	46.00	72.00	73.00	49.00
Akap11	uc007usi.2	287.00	221.00	116.01	788.91	490.00	585.00
0610031J06Rik	uc008pup.1	658.02	869.33	311.15	997.89	518.37	669.08
Wdr63	uc008rqw.2	1.00	1.00	2.00	2.00	2.00	3.00
Kifc5b	uc008bep.1,uc008beq.1,uc008ber.1	8.70	7.48	4.99	12.00	5.64	1.00
Timm9	uc007nuh.1,uc007nui.1,uc007nuj.1,uc007nuk.1,uc007num.1	475.00	730.40	274.00	404.00	413.00	273.87
1700109H08Rik	uc008wha.1,uc008whb.1	1.00	0.00	0.00	0.00	4.00	0.00
DQ694109	uc029whk.1	0.00	0.00	0.00	0.00	0.00	0.00
4931428F04Rik	uc009nce.2,uc009ncf.1,uc009ncg.2,uc009nch.2	14.31	22.73	5.48	31.79	24.53	15.09
Serpine3	uc007ugo.1	0.00	1.00	0.00	0.00	0.00	0.00
Foxp4	uc008cwm.2,uc008cwn.2,uc008cwo.2,uc012aux.1	325.05	363.00	126.00	579.00	293.00	348.00
AK006637	uc008dqd.1	0.00	0.00	0.00	0.00	0.00	0.00
Mif1	uc007gjn.1	1.00	1.00	0.00	7.00	0.00	1.00
Krt33b	uc007lkb.2	0.00	0.00	0.00	0.00	0.00	0.00
Nr2f6	uc009mcw.1,uc009mcx.1	1490.00	2590.64	751.00	2209.00	1299.07	1962.57
AK179207	uc029xng.1	35.25	80.40	23.30	45.55	11.26	98.96
Scrn3	uc008kcl.1,uc008kcm.1,uc008kcn.1	612.00	672.00	324.00	1084.00	668.15	790.46
Ptch2	uc008uhx.1,uc012djp.1	10.00	12.00	1.00	9.00	6.00	6.00
DQ690118	uc007ftd.2	0.00	0.00	0.00	0.00	0.00	0.00
Canx	uc007isf.2,uc007isg.2,uc007ish.2	2127.00	2399.30	1063.10	5466.00	3402.90	3617.89
Hsd17b13	uc008yjw.2,uc008yjx.2	3293.01	4410.03	2061.67	6632.94	3413.46	5084.86
Ap3m1	uc007sla.2	843.00	954.30	443.00	1686.99	1224.74	1187.81
Mrpl18	uc008alj.1	812.02	995.00	482.00	793.00	654.00	520.00
Efnb3	uc007jqi.2	1.00	1.00	0.00	3.00	0.00	1.00
Cd247	uc007djn.2,uc007djo.2,uc007djp.2,uc007djq.2,uc007djr.2,uc007djs.1	2.32	5.00	2.49	10.85	2.35	4.34
Hormad1	uc008qkb.1,uc008qkc.1,uc008qkd.1	0.00	0.00	0.00	0.00	0.00	0.00
Fnd3c2	uc009ubr.1	0.00	0.00	0.00	0.00	0.00	0.00
Pstk	uc009kbh.1,uc009kbi.1	120.00	187.00	72.00	190.00	159.00	94.00
Cyp3a11	uc009amy.1	8126.34	19655.17	11375.81	15770.30	5831.84	6851.13
BC039940	uc007vtb.1	0.00	0.00	1.00	0.00	0.00	0.00
Car11	uc009gwr.1	2.00	3.00	0.00	5.00	5.00	0.00
Jmjd4	uc007jdu.2,uc007jdv.2,uc007jdw.2,uc007jdx.2	86.00	93.00	58.00	185.00	107.00	120.00
Tgds	uc007uyo.2,uc007uyp.2	702.00	702.00	356.00	588.00	551.00	386.00
Mllt4	uc008amr.1,uc008ams.1,uc008amt.1	467.63	365.67	174.59	1236.51	688.85	700.50
Amt	uc009rpc.1	367.00	358.00	222.00	655.03	444.97	425.00
AK079713	uc007oth.1	0.00	0.00	0.00	0.00	0.00	0.00
Pydc3	uc007drs.1,uc007drt.1	56.53	66.89	23.00	51.97	40.60	23.00
Spsb3	uc008ayq.2,uc008ayr.2,uc008ays.1,uc008ayv.1,uc012amu.1,uc029tbd.1	161.47	314.61	111.40	220.54	144.29	143.44
DQ692282	uc007tfn.2	0.00	0.00	0.00	0.00	0.00	0.00
Olfr645	uc009ivi.1	0.00	0.00	0.00	0.00	0.00	0.00
AK042445	uc009ddm.1	6.16	3.05	2.00	5.00	5.05	3.69
Actg1	uc007msi.1	2375.40	2956.32	1275.08	4871.49	2523.86	2982.38
DQ551811	uc008lbg.2	0.00	0.00	0.00	0.00	0.00	0.00
Ptpru	uc008vaa.1,uc008vab.1,uc008vac.1,uc008vad.1	11.00	13.00	7.00	17.00	11.00	9.00
Pcsk5	uc008gxp.2,uc008gxq.2,uc008gxr.1	95.00	93.00	46.00	256.02	172.00	189.00
4930519G04Rik	uc008zcs.1,uc008zct.1	0.00	0.00	1.00	0.00	0.00	0.00
DQ560765	uc029vdu.1,uc029vee.1	0.00	0.00	0.00	0.00	0.00	0.00
Kcnab1	uc008pkj.1,uc008pkl.1	7.00	14.00	2.00	20.00	9.00	8.00
Ccl11	uc007kmr.2	0.00	1.00	2.00	0.00	0.00	0.00
D11Wsu99e	uc007met.1,uc007meu.1	362.41	513.69	185.00	483.67	336.00	297.00
Zfp467	uc009bue.1,uc009buf.1,uc009bug.1,uc009buh.1,uc009bui.1,uc009buj.1,uc012eld.1	287.00	244.00	126.00	561.00	251.95	256.00
Gm15097	uc012hqj.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ713989	uc007gmu.2,uc029rdq.1	0.00	0.00	0.00	0.00	0.00	0.00
Ceacam16	uc009fnm.1	0.00	0.00	0.00	2.00	1.00	0.00
Calca	uc009jif.2,uc009jig.2	0.00	1.00	0.00	0.00	0.00	0.00
Tspan7	uc009sql.1,uc009sqm.1	231.00	305.00	126.00	313.00	173.99	221.00
DQ545695	uc029qoq.1	0.00	0.00	0.00	0.00	0.00	0.00
Zzz3	uc008rtm.1,uc008rtn.1,uc008rto.1,uc008rtp.1,uc012czm.1	231.00	185.99	125.00	528.00	328.00	361.00
Ints7	uc007eco.1,uc007ecp.1,uc007ecq.1,uc007ecr.1	125.00	99.00	86.00	288.00	182.00	181.00
Scarna3a	uc011wul.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ550749	uc029wwj.1	0.00	0.00	0.00	0.00	0.00	0.00
AK166041	uc009mgu.1	6.64	10.88	1.00	29.20	18.41	15.22
Tcp10c	uc008amf.2,uc008amg.2,uc008amh.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm364	uc009thm.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm13807	uc029udk.1	0.00	0.00	1.00	1.00	5.00	4.00
AK019774	uc009gld.1	0.00	0.00	0.00	0.00	0.00	0.00
AK076949	uc008zhc.1	0.00	0.00	0.00	0.00	0.00	0.00
Tsc22d4	uc009adt.2,uc009adu.2,uc009adv.2,uc009adw.2	199.00	254.99	80.00	215.00	99.00	215.99
Snapc2	uc009kto.1,uc012fzd.1	146.00	218.06	66.00	168.00	86.00	132.00
Gm19461	uc007cpw.2	5.00	7.00	2.00	10.00	6.00	2.00
Vmn1r113	uc012fcn.1	0.00	0.00	0.00	0.00	0.00	0.00
Rprd1a	uc008egu.1	199.00	207.00	98.00	288.00	271.00	175.00
Klf6	uc007pjw.1	103.00	133.00	89.00	240.00	192.00	156.00
Olfr594	uc009itj.1	0.00	0.00	0.00	0.00	0.00	0.00
Mir1936	uc011yqn.1	0.00	0.00	0.00	0.00	0.00	0.00
G530011O06Rik	uc009uyi.1	29.91	29.33	14.45	78.40	51.03	39.99
Mllt1	uc008ddk.1	192.01	215.00	102.00	295.00	177.00	241.00
DQ716393	uc009pos.2	0.00	0.00	0.00	0.00	0.00	0.00
4930533P14Rik	uc029qsi.1	0.00	0.00	0.00	0.00	0.00	0.00
Batf	uc007ohd.1	14.00	15.00	11.00	15.00	11.00	9.00
Penk	uc008rwz.1,uc008rxa.1,uc012dah.1	0.00	3.00	2.00	1.00	0.00	0.00
DQ546805	uc009dzf.2	0.00	0.00	0.00	0.00	0.00	0.00
AK054122	uc029xhe.1	40.00	33.00	14.00	61.27	21.00	28.00
AK006748	uc009moo.1	0.00	0.00	0.00	0.00	0.00	0.00
Gpr35	uc007cbz.2,uc007cca.2,uc007ccb.2	14.00	17.10	16.00	19.00	20.00	15.00
1700011B04Rik	uc007qcc.1	0.00	0.00	0.00	0.00	0.00	0.00
AK082764	uc009llg.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm609	uc007zip.1	0.00	1.00	1.00	1.00	0.00	1.00
Il3ra	uc007sgm.1,uc011zgb.1,uc011zgc.1	47.00	97.00	31.00	37.00	29.00	31.00
Rfc2	uc008zwl.1	421.00	503.87	235.00	349.00	252.00	277.00
Mier2	uc007fyv.1,uc007fyw.1,uc007fyx.1,uc007fyy.1	108.00	130.21	57.00	121.00	71.00	99.00
AK048946	uc009osn.1	85.00	93.00	26.00	120.00	75.97	93.90
DQ714467	uc029ssp.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ707450	uc007oph.2	0.00	0.00	0.00	0.00	0.00	0.00
1700051A21Rik	uc007jyo.2	0.00	0.00	0.00	0.00	0.00	0.00
Mlxipl	uc008zxs.2,uc008zxt.2,uc012eek.2,uc012eel.2	1749.18	1812.00	878.21	4756.51	2640.10	2545.81
Mir290	uc012ewc.1	0.00	0.00	0.00	0.00	0.00	0.00
Impa1	uc008opo.2,uc008opp.2,uc008opq.1	634.00	835.00	350.00	1208.29	726.65	908.01
Ptpn20	uc007szx.1,uc007szy.1	0.00	0.00	0.00	1.00	0.00	0.00
DQ692938	uc029spj.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ711691	uc009eaz.2	0.00	0.00	0.00	0.00	0.00	0.00
Prdm14	uc007aik.1	0.00	0.00	0.00	0.00	0.00	1.00
AK083777	uc009cxs.1	0.00	0.00	0.00	0.00	0.00	0.00
Sin3b	uc009mgo.3,uc009mgp.2,uc009mgq.3,uc012gfz.1	483.00	683.94	333.00	613.00	398.00	366.01
1700026F02Rik	uc009mce.1	0.00	0.00	0.00	0.00	0.00	0.00
E430025E21Rik	uc007vxs.1,uc007vxt.1,uc011ztc.1	206.10	252.00	127.12	634.99	379.00	344.00
AB349132	uc029xlt.1	0.00	0.00	0.00	0.00	0.00	0.00
Nfyc	uc008unn.1,uc008uno.1,uc008unp.1	253.00	276.04	127.00	347.22	157.00	206.00
Psmd1	uc007buy.1	1381.73	1369.03	729.99	2164.04	1235.00	1303.00
Ptrf	uc007lmr.2,uc007lms.1	73.00	155.99	70.00	127.00	51.00	87.00
DQ692790	uc029uxt.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ688923	uc029stb.1	0.00	0.00	0.00	0.00	0.00	0.00
Dsg1a	uc008eel.2	0.00	5.37	2.30	13.52	1.86	4.16
Ecd	uc011zgo.1	344.00	401.00	137.00	534.00	349.00	349.00
